user_id,n_visits,n_unique_businesses_x,n_unique_points,n_hubs,noise_ratio,clustered_share,hub1_size,hub2_size,hub1_share,hub2_share,hub_dist_km,travel_range_km,max_dist_from_primary_hub_km,mobility_label,n_events,n_unique_businesses_y,start_time,end_time
DG09bmwC9KbIhhLrNVyNpQ,5,5,5,1,0.0,1.0,5,0,1.0,0.0,,0.5853396247925878,0.8878269605193156,sparse,5,5,2009-10-05 15:11:52+00:00,2010-10-24 00:44:23+00:00
DHDcrxaZB9xtQluAbsm4kA,6,6,6,1,0.5,0.5,3,0,1.0,0.0,,2.9924818231160866,3.752435690616752,sparse,6,6,2017-10-12 20:12:30+00:00,2020-01-06 00:14:10+00:00
DKflxq0TIfcytOy4NHfzSQ,40,40,40,1,0.1,0.9,36,0,1.0,0.0,,3.746327751052725,9.632533873592127,one_area,40,40,2018-06-09 21:56:41+00:00,2021-11-12 05:16:11+00:00
DNPcxmIPik7BjJCfhAjmHA,5,5,5,1,0.2,0.8,4,0,1.0,0.0,,1.081186009888783,2.1063650840514105,sparse,5,5,2016-06-11 19:35:29+00:00,2018-09-12 21:39:42+00:00
DOj9NanlJP3xntULCy5Uow,5,4,4,1,0.2,0.8,4,0,1.0,0.0,,1.4296510975590857,2.969422521490315,sparse,5,4,2015-10-21 21:09:21+00:00,2021-04-13 18:11:05+00:00
DQqKnv4_x0VKu8AGXL3fRg,10,9,9,1,0.4,0.6,6,0,1.0,0.0,,0.8712145411921776,2.094525248613024,explorer,10,9,2018-01-28 19:04:31+00:00,2019-04-18 23:25:06+00:00
D_k5FMYuU-iM6TM9UHm2gw,5,5,5,1,0.0,1.0,5,0,1.0,0.0,,3.2919639169618256,4.282012044465981,sparse,5,5,2016-03-27 19:07:29+00:00,2019-04-27 08:37:53+00:00
DddhEBGHlvCkI1pZIeQ26A,10,10,10,1,0.0,1.0,10,0,1.0,0.0,,2.7036098998375695,7.267545017907253,one_area,10,10,2018-06-07 16:59:42+00:00,2018-10-07 20:31:59+00:00
DmfT2HBhi7iJS2zjuP7LHw,38,33,33,2,0.07894736842105263,0.9210526315789473,19,16,0.5428571428571428,0.45714285714285713,13.205860594265705,2.670147363597468,8.125740423921814,two_area,38,33,2015-02-08 21:55:32+00:00,2021-12-20 14:22:59+00:00
DpICLS_YULIDrrSx-9y7mw,7,7,7,1,0.0,1.0,7,0,1.0,0.0,,2.351702278287533,3.4671187795577705,sparse,7,7,2016-04-12 01:28:32+00:00,2022-01-12 01:45:15+00:00
DpQkAl1T7LjnrD8Yp1xqKQ,5,5,5,1,0.0,1.0,5,0,1.0,0.0,,0.34144990147196974,1.330631591395336,sparse,5,5,2015-09-29 11:46:37+00:00,2015-09-29 12:20:03+00:00
Dup9bRkbtiUeEZJn8sV3Qw,8,8,8,1,0.25,0.75,6,0,1.0,0.0,,1.9351216875466064,3.11217058353281,one_area,8,8,2014-08-21 17:53:54+00:00,2017-01-07 22:09:22+00:00
DvV1vSqSDfM1xq7ZlsD7LA,7,7,7,1,0.2857142857142857,0.7142857142857143,5,0,1.0,0.0,,2.8706280995279982,3.0381970621802936,sparse,7,7,2012-09-05 22:56:01+00:00,2020-03-31 21:45:36+00:00
E4l9V_HIS30m683r7t1tsQ,8,8,8,1,0.375,0.625,5,0,1.0,0.0,,0.9386573096978448,2.216313372429329,explorer,8,8,2018-06-24 18:12:23+00:00,2019-12-18 03:35:29+00:00
E83utrUHDcRz4fkM1RcnAA,5,5,5,1,0.0,1.0,5,0,1.0,0.0,,1.0422453752371625,1.4340088288194963,sparse,5,5,2012-02-27 19:28:50+00:00,2012-02-27 20:12:42+00:00
EJCdAp5V6nY1neXDBxIWIg,5,5,5,1,0.2,0.8,4,0,1.0,0.0,,2.371959264324141,4.3192643967491025,sparse,5,5,2015-01-25 22:08:19+00:00,2020-02-26 16:28:44+00:00
EL7M7hkYHEbXrYICz2jrjg,7,7,7,1,0.42857142857142855,0.5714285714285714,4,0,1.0,0.0,,2.406824787585877,3.734793204921515,sparse,7,7,2019-03-02 21:34:43+00:00,2020-02-25 23:42:41+00:00
ELAfGVuGSdF_F5ZAjScmuQ,39,39,39,2,0.2564102564102564,0.7435897435897436,26,3,0.896551724137931,0.10344827586206896,11.878265287017543,3.432036178948814,9.17477356586308,explorer,39,39,2016-09-07 17:00:48+00:00,2021-09-19 02:46:18+00:00
ENBMZXX3ndtfJouRwQfK2Q,5,5,5,1,0.4,0.6,3,0,1.0,0.0,,1.3719818932902392,1.6509139505427406,sparse,5,5,2016-03-31 19:15:37+00:00,2016-06-19 17:06:22+00:00
ETTgsiuBjUH5ZrpopQdJog,5,4,4,1,0.4,0.6,3,0,1.0,0.0,,1.2809339295208508,1.8409033325566129,sparse,5,4,2011-08-13 03:43:26+00:00,2013-01-02 03:54:52+00:00
EWBOMeX_OIcAWXuvs_4SKw,15,14,14,2,0.2,0.8,7,5,0.5833333333333334,0.4166666666666667,41.93118738866874,1.104551767546903,1.6376908865359856,two_area,15,14,2015-06-07 03:16:47+00:00,2017-11-11 03:55:23+00:00
EX8IBK47hkhn5vmUK9Zapg,7,7,7,1,0.0,1.0,7,0,1.0,0.0,,2.7392740731105265,4.145163847060281,sparse,7,7,2016-01-02 16:59:06+00:00,2019-02-27 23:10:23+00:00
Ea9eK_hPuyNX_3ee5eeWKQ,5,4,4,0,1.0,0.0,0,0,0.0,0.0,,,,sparse,5,4,2013-01-31 17:38:21+00:00,2017-11-17 19:44:13+00:00
EcALn2zLCFa5CcLJU41FiA,10,9,9,2,0.2,0.8,4,4,0.5,0.5,1499.0236345860758,1.0375567088005653,1.9848570854106433,explorer,10,9,2018-06-27 17:53:39+00:00,2020-11-23 23:39:43+00:00
Ed7bYTRKq9zxhqe4x8zyUg,7,7,7,1,0.2857142857142857,0.7142857142857143,5,0,1.0,0.0,,3.0830565851392717,3.7742691455800244,sparse,7,7,2014-10-19 00:21:56+00:00,2018-01-05 02:31:23+00:00
EeI4yjrvQi_H_q-5CXjUfg,7,7,7,2,0.0,1.0,4,3,0.5714285714285714,0.42857142857142855,1751.133121542481,1.152607790095427,1.4568483972700694,sparse,7,7,2010-03-09 13:54:14+00:00,2014-03-18 15:20:38+00:00
EjLbQQiz093KnubKfIvINQ,5,5,5,1,0.0,1.0,5,0,1.0,0.0,,1.2026851051676306,1.488145705787403,sparse,5,5,2020-03-10 21:53:06+00:00,2020-03-12 16:27:53+00:00
El1B-LD3p_TxuKr61FA7dQ,15,15,15,1,0.06666666666666667,0.9333333333333333,14,0,1.0,0.0,,1.1753226442210094,4.666365543249634,one_area,15,15,2016-01-23 21:33:52+00:00,2018-04-26 19:22:48+00:00
ElMFfuOLtIMioFu5cNvLzA,30,23,23,1,0.06666666666666667,0.9333333333333333,28,0,1.0,0.0,,1.1414003193911157,5.57326229036654,one_area,30,23,2010-08-04 00:37:09+00:00,2014-12-31 04:59:21+00:00
EmFmu3jzYIhbRf-Pn4MSCg,31,28,28,1,0.06451612903225806,0.935483870967742,29,0,1.0,0.0,,6.484839532191688,13.042666841643845,one_area,31,28,2010-06-03 10:59:19+00:00,2019-04-27 06:10:11+00:00
Eo8lE6YTCdepIe6jFBLY8g,12,12,12,2,0.25,0.75,6,3,0.6666666666666666,0.3333333333333333,25.46663782423701,2.438264445579483,2.9839310669964556,two_area,12,12,2020-02-28 21:22:48+00:00,2020-11-08 14:42:43+00:00
Eqxq2AfFjnut6DwnSmoFtw,7,7,7,1,0.0,1.0,7,0,1.0,0.0,,0.7131569575123856,1.975057674983459,sparse,7,7,2016-10-30 07:24:28+00:00,2020-01-21 06:13:27+00:00
ErGx-mxO_2ettuuoWyrdKw,5,5,5,0,1.0,0.0,0,0,0.0,0.0,,,,sparse,5,5,2016-03-15 16:46:26+00:00,2018-12-01 15:45:15+00:00
F4hYr8e1tsHChae80QP_Zw,13,10,10,1,0.15384615384615385,0.8461538461538461,11,0,1.0,0.0,,1.7844768644794324,4.523529153130077,one_area,13,10,2014-10-26 16:37:30+00:00,2021-03-15 20:42:40+00:00
F5dcvW1xry-LFoVLTYwPxQ,5,5,5,1,0.4,0.6,3,0,1.0,0.0,,0.15054473123605144,0.20812819583607126,sparse,5,5,2016-09-16 03:37:27+00:00,2021-04-25 07:15:45+00:00
FBd1Qjnnc1Loh7ZY7FD9Zg,10,10,10,1,0.4,0.6,6,0,1.0,0.0,,1.7364626925455973,2.5621727266512058,explorer,10,10,2015-05-23 19:39:12+00:00,2016-08-01 23:51:13+00:00
FFKXYa7GorddjVbL_tUIMQ,7,6,6,0,1.0,0.0,0,0,0.0,0.0,,,,sparse,7,6,2015-10-04 20:27:18+00:00,2019-01-24 18:55:24+00:00
FOX1YV6UwT1UmHLaKEpQEA,5,5,5,1,0.4,0.6,3,0,1.0,0.0,,0.451311841339018,0.7029493602397954,sparse,5,5,2015-07-22 02:24:56+00:00,2019-08-07 19:28:08+00:00
FOr8-Ti5mmAgolMogQ5xnA,10,10,10,0,1.0,0.0,0,0,0.0,0.0,,,,sparse,10,10,2011-06-19 02:45:59+00:00,2017-12-02 00:05:57+00:00
FRuY-52dJKwYWj-hFcQX4g,7,5,5,1,0.5714285714285714,0.4285714285714286,3,0,1.0,0.0,,0.43176962357704324,0.8635191251998313,sparse,7,5,2015-01-27 04:15:53+00:00,2020-02-09 00:49:00+00:00
FS1Ixg7ze8Pa0zlriLg4Zg,5,5,5,1,0.4,0.6,3,0,1.0,0.0,,1.1247925029137573,1.6359866491950932,sparse,5,5,2019-05-27 00:41:38+00:00,2019-08-30 14:29:14+00:00
FSfuXJ1dkdjCWTsGlxzx2g,10,9,9,1,0.4,0.6,6,0,1.0,0.0,,1.313657196685183,2.7586022214391255,explorer,10,9,2015-05-18 18:04:10+00:00,2017-04-27 13:10:02+00:00
FT2nyZmkjf94bgO3coTARg,8,8,8,1,0.375,0.625,5,0,1.0,0.0,,1.6624626287873865,2.1710058636793756,explorer,8,8,2014-06-23 01:18:17+00:00,2016-06-29 12:11:28+00:00
F_yjAG4_dEZYmBHhXXG0uA,45,41,41,1,0.044444444444444446,0.9555555555555556,43,0,1.0,0.0,,1.6279285976441462,4.7716662866143995,one_area,45,41,2016-07-07 16:37:08+00:00,2017-12-07 02:56:32+00:00
FbCoRdahscG4l0TWZj5LJA,10,9,9,2,0.3,0.7,4,3,0.5714285714285714,0.42857142857142855,8.562080758566287,0.19333598444338768,0.5020760739175884,two_area,10,9,2011-07-28 13:44:49+00:00,2015-09-04 17:15:23+00:00
FdhuaYcS8_I6FdzPkKTMew,7,7,7,1,0.0,1.0,7,0,1.0,0.0,,2.7608132152324143,7.560183771654167,sparse,7,7,2018-07-11 22:48:07+00:00,2019-06-06 16:30:15+00:00
Fql77crTCq3pbi7V2TJ9LQ,6,6,6,1,0.5,0.5,3,0,1.0,0.0,,0.29597155289699395,0.45210251726769235,sparse,6,6,2012-10-05 16:23:07+00:00,2019-08-07 16:40:46+00:00
FucouhMnBxEPEQKbmbYcmA,8,8,8,2,0.25,0.75,3,3,0.5,0.5,7.726710944506775,1.4801909918498473,2.3960626886381453,two_area,8,8,2008-02-22 22:55:45+00:00,2008-05-16 20:01:09+00:00
G30-7WCwpxR6N00W_eOX2A,7,7,7,0,1.0,0.0,0,0,0.0,0.0,,,,sparse,7,7,2017-06-23 17:48:48+00:00,2017-07-09 00:04:48+00:00
G4ovPNki9yAobQThfAvoTA,43,34,34,1,0.23255813953488372,0.7674418604651163,33,0,1.0,0.0,,1.1822782691867553,5.9780370697287655,one_area,43,34,2017-02-06 01:35:44+00:00,2021-12-05 19:09:22+00:00
G67I2On7PW2bmE_UyfwVDw,7,6,6,1,0.42857142857142855,0.5714285714285714,4,0,1.0,0.0,,0.6779159618172087,1.8699801548842778,sparse,7,6,2016-09-20 15:18:59+00:00,2021-02-09 16:40:55+00:00
GCdOzuuc1MeGC5gzSHi4vA,9,7,7,2,0.1111111111111111,0.8888888888888888,4,4,0.5,0.5,6.21628494140656,1.0882838406533613,3.157013434724506,two_area,9,7,2017-01-16 04:05:17+00:00,2019-09-29 22:34:24+00:00
GG7Xg-09i2RCSily3JYHtQ,9,7,7,1,0.6666666666666666,0.33333333333333337,3,0,1.0,0.0,,0.8818024630921677,1.7635540454817407,sparse,9,7,2008-12-07 17:42:17+00:00,2020-01-13 17:54:54+00:00
GSoAWg_SyBXMn5eELtupWw,7,7,7,1,0.5714285714285714,0.4285714285714286,3,0,1.0,0.0,,0.42852285335332124,0.7011166481214981,sparse,7,7,2015-05-30 00:23:32+00:00,2019-08-19 02:41:18+00:00
GSpUCEHmBQwTd9vhEge_Bg,15,14,14,2,0.0,1.0,11,4,0.7333333333333333,0.26666666666666666,8.571559232761086,1.484303050329878,4.756199789807776,two_area,15,14,2017-08-06 01:01:57+00:00,2020-03-06 15:25:39+00:00
GVLEgFHGNvAZnuduu25jlQ,10,10,10,1,0.0,1.0,10,0,1.0,0.0,,2.358635765874838,3.811812333308742,one_area,10,10,2013-11-10 02:25:34+00:00,2016-03-23 03:02:34+00:00
GX8AfUVxkx7aqFg6yoivKw,12,11,11,1,0.3333333333333333,0.6666666666666667,8,0,1.0,0.0,,5.342700113396976,7.222514840924173,explorer,12,11,2010-01-28 00:03:51+00:00,2015-07-21 19:43:37+00:00
GXY930qYEG_hzGGtv7fBtw,18,18,18,2,0.05555555555555555,0.9444444444444444,13,4,0.7647058823529411,0.23529411764705882,547.5464930888415,3.309668996644024,6.719122272685604,explorer,18,18,2011-03-10 19:08:52+00:00,2019-06-29 01:27:23+00:00
GfHvhQG046-MkpPQ02-eIQ,5,4,4,0,1.0,0.0,0,0,0.0,0.0,,,,sparse,5,4,2010-12-02 21:13:32+00:00,2018-01-01 19:38:10+00:00
GfWBVsi2Yk6NUR6a-gSWvw,13,13,13,1,0.5384615384615384,0.46153846153846156,6,0,1.0,0.0,,0.9387281917488668,3.804325979516716,sparse,13,13,2016-01-12 18:37:44+00:00,2021-05-01 00:53:24+00:00
Gj3v5FgAhYtFh2qmcB-w5g,9,9,9,1,0.1111111111111111,0.8888888888888888,8,0,1.0,0.0,,2.970922394109536,7.354466332799269,one_area,9,9,2013-03-09 23:53:44+00:00,2018-07-13 17:59:55+00:00
Gl-xjDw1Y_BgtuXWwI5P8w,43,43,43,5,0.27906976744186046,0.7209302325581395,13,9,0.41935483870967744,0.2903225806451613,24.001706975330368,0.7785100380502532,2.7999486315428768,explorer,43,43,2021-06-25 01:21:20+00:00,2021-12-06 03:04:40+00:00
GtdVcWtrKnrlWi35MqYKgA,21,21,21,1,0.047619047619047616,0.9523809523809523,20,0,1.0,0.0,,2.831084774279259,8.833672619896046,one_area,21,21,2013-06-10 18:40:57+00:00,2016-05-08 21:30:23+00:00
GuGxHX6dTjBlem0Gq8mz9g,7,6,6,0,1.0,0.0,0,0,0.0,0.0,,,,sparse,7,6,2019-11-12 01:17:58+00:00,2021-01-06 16:54:35+00:00
GxMPUSDqI0T6BxSsmplxNQ,8,6,6,2,0.0,1.0,5,3,0.625,0.375,21.486081892763043,3.048025030135445,3.8525182262119424,two_area,8,6,2010-02-28 17:11:35+00:00,2011-01-19 17:12:34+00:00
Gxa4qz0f_m7b6nRKbqNGkw,5,4,4,1,0.2,0.8,4,0,1.0,0.0,,0.9489679048276163,1.0382548905766296,sparse,5,4,2016-09-30 15:33:29+00:00,2016-11-23 03:27:40+00:00
Gza5FyPBK631DujKWMkdnA,13,12,12,1,0.38461538461538464,0.6153846153846154,8,0,1.0,0.0,,1.5419134740718392,5.5335111666542085,explorer,13,12,2012-09-29 19:36:01+00:00,2017-09-23 22:30:02+00:00
GzzX7EpmTGqik_UThrt8ug,16,16,16,2,0.5625,0.4375,4,3,0.5714285714285714,0.42857142857142855,27.828533270715987,1.476966641899113,2.884014104869171,sparse,16,16,2008-08-12 15:09:15+00:00,2020-01-20 15:13:37+00:00
H0N7D8PvP2_9uFrimAgZeg,71,64,63,3,0.18309859154929578,0.8169014084507042,50,5,0.8620689655172413,0.08620689655172414,31.961887511206093,5.980391705510648,12.418080988307912,explorer,71,64,2012-03-17 19:13:38+00:00,2021-09-20 02:15:19+00:00
H0NdZhG5kivhXmLPRph3mw,9,8,8,2,0.2222222222222222,0.7777777777777778,4,3,0.5714285714285714,0.42857142857142855,12.453413700999388,1.1471435481553007,3.26365640069844,two_area,9,8,2018-05-12 12:53:54+00:00,2019-07-11 11:38:36+00:00
H0Om3LVYKDnLahkix7AlsA,29,25,25,1,0.10344827586206896,0.896551724137931,26,0,1.0,0.0,,5.822756543711366,11.240620591272732,one_area,29,25,2016-08-06 01:07:44+00:00,2020-02-02 03:11:50+00:00
H2WhI7u2Zc-ozPnKBvhWwQ,13,13,13,2,0.07692307692307693,0.9230769230769231,6,6,0.5,0.5,2900.7685989504866,3.312957077006546,5.73974099340609,explorer,13,13,2007-12-08 19:12:11+00:00,2017-11-19 15:40:35+00:00
HDuJS7S8TMVmRRlVnTMgUQ,16,14,14,3,0.25,0.75,5,4,0.4166666666666667,0.3333333333333333,36.23135957547747,1.250246197262354,2.885360089800242,explorer,16,14,2014-12-27 21:03:22+00:00,2021-12-30 22:26:38+00:00
HG4VCWcap2tn38zIQn0dkg,5,4,4,1,0.4,0.6,3,0,1.0,0.0,,1.3730470025177985,2.7459408512696366,sparse,5,4,2014-08-15 19:39:22+00:00,2018-06-12 18:58:16+00:00
HKOuVBpoZd0JrNkMkad2eA,9,7,7,1,0.4444444444444444,0.5555555555555556,5,0,1.0,0.0,,0.7477445185858461,2.7664551368674797,explorer,9,7,2014-06-02 02:41:58+00:00,2021-06-25 18:55:23+00:00
HL9WXhizVfzWAE4QgQefxQ,54,52,52,1,0.05555555555555555,0.9444444444444444,51,0,1.0,0.0,,3.6161519318799114,10.687247001087373,one_area,54,52,2015-09-21 02:20:14+00:00,2022-01-12 21:31:01+00:00
HNCyXmHdbQxi7TM74lDrew,36,36,36,4,0.2777777777777778,0.7222222222222222,9,7,0.34615384615384615,0.2692307692307692,21.44044323772066,0.3978505323279297,4.924406698157238,explorer,36,36,2014-02-13 14:20:23+00:00,2020-08-01 23:07:01+00:00
HNwwKpPUiFf8EUnYrP0xsQ,33,32,32,1,0.09090909090909091,0.9090909090909091,30,0,1.0,0.0,,0.6422737441567614,2.918448384128252,one_area,33,32,2010-12-23 23:20:09+00:00,2015-11-26 16:13:32+00:00
HTLso7W2jX_fTZ7NCXJGtg,17,13,13,1,0.0,1.0,17,0,1.0,0.0,,0.8307392456268856,5.699826613575934,one_area,17,13,2008-09-10 21:36:22+00:00,2019-03-02 03:52:08+00:00
HTUwFyHbZBDMatDiL5U-aA,6,6,6,1,0.0,1.0,6,0,1.0,0.0,,0.5662088394731174,2.70194591116456,sparse,6,6,2015-06-14 01:58:51+00:00,2015-07-19 02:30:02+00:00
HddLem81GiQ_fPzmcsnuzw,9,9,9,1,0.1111111111111111,0.8888888888888888,8,0,1.0,0.0,,4.102445197774289,5.727620899994173,one_area,9,9,2016-09-20 21:33:02+00:00,2021-02-13 16:57:23+00:00
Hg6pKZxw-8qLx1P2iZDbag,7,6,6,1,0.14285714285714285,0.8571428571428572,6,0,1.0,0.0,,2.6408371817525547,4.24579981841067,sparse,7,6,2014-07-06 23:07:38+00:00,2017-07-18 13:26:03+00:00
Hlqe5XsJiPYIqGNze6k6Dg,5,5,5,1,0.4,0.6,3,0,1.0,0.0,,0.526840118704844,0.9777200743292515,sparse,5,5,2014-09-01 17:04:19+00:00,2019-05-21 04:33:52+00:00
HmwU-km4YiUW5YBnhC0VoQ,8,8,8,1,0.625,0.375,3,0,1.0,0.0,,2.0080495628391866,2.281429500891839,sparse,8,8,2011-07-01 21:35:23+00:00,2016-08-06 02:21:15+00:00
HoME-kohG7RQzq27cTiuRw,11,11,11,1,0.09090909090909091,0.9090909090909091,10,0,1.0,0.0,,0.7628064783539943,2.6978983683629765,one_area,11,11,2011-03-30 15:49:18+00:00,2011-09-22 01:54:18+00:00
Hxfy4OYHYWsiaaPLtPj6EA,5,5,5,0,1.0,0.0,0,0,0.0,0.0,,,,sparse,5,5,2015-07-30 17:08:22+00:00,2016-06-22 00:32:21+00:00
Hxv2Fsr24zBFiZNSYzp4fQ,6,4,4,1,0.0,1.0,6,0,1.0,0.0,,1.0237733197399044,1.0937501399111684,sparse,6,4,2015-12-17 08:39:25+00:00,2019-03-09 22:20:51+00:00
HzaP4PIBnKGiEFzm8phbMg,7,7,7,1,0.14285714285714285,0.8571428571428572,6,0,1.0,0.0,,1.0735151368505282,2.8198474656221855,sparse,7,7,2014-09-20 03:09:50+00:00,2015-01-25 02:56:08+00:00
I6x-ZBHeCNlMnmtfUVf5lg,24,3,3,1,0.0,1.0,24,0,1.0,0.0,,0.21675808790976156,4.041536053438762,one_area,24,3,2019-06-03 23:35:51+00:00,2020-10-28 20:25:40+00:00
IE6p3ue8g6_m2IAnbFcXrg,9,8,8,1,0.2222222222222222,0.7777777777777778,7,0,1.0,0.0,,1.198573331419223,4.627529298471702,one_area,9,8,2019-03-17 16:27:24+00:00,2020-01-05 23:37:52+00:00
IEe0AtY0Yky3QEMQ_vg5mQ,26,20,20,2,0.3076923076923077,0.6923076923076923,15,3,0.8333333333333334,0.16666666666666666,18.07690191370269,2.414626726621759,3.9493277584861244,explorer,26,20,2012-04-08 12:58:51+00:00,2016-10-08 00:53:50+00:00
IFL0GJ24DyNn45S7-Ysl_w,8,7,7,1,0.625,0.375,3,0,1.0,0.0,,2.790725019697032,2.8423911152228163,sparse,8,7,2017-08-26 15:06:07+00:00,2018-07-07 17:36:17+00:00
IFLZXkaBah5ZJ4wlNyhe_g,14,14,14,1,0.42857142857142855,0.5714285714285714,8,0,1.0,0.0,,1.1806977346994745,2.543029078968522,explorer,14,14,2019-01-18 19:17:55+00:00,2022-01-13 01:35:42+00:00
ILT17t7mrmpqiAMWvCxWYA,5,5,5,0,1.0,0.0,0,0,0.0,0.0,,,,sparse,5,5,2013-09-30 00:26:21+00:00,2017-05-07 16:19:36+00:00
IO35yKD-4-HBiVdXg_7KXw,21,19,19,4,0.38095238095238093,0.6190476190476191,4,3,0.3076923076923077,0.23076923076923078,8.603842809405693,1.606599195712075,2.8494842696068177,explorer,21,19,2012-07-18 00:10:24+00:00,2015-11-24 00:44:34+00:00
Iim2FjK234PripBpaZ9PZw,6,5,5,1,0.0,1.0,6,0,1.0,0.0,,0.41949957102640556,0.8331977744430126,sparse,6,5,2013-05-02 02:01:59+00:00,2018-07-11 02:46:13+00:00
IqpAQyHy_M5a7T-ZrP8HHQ,6,5,5,1,0.3333333333333333,0.6666666666666667,4,0,1.0,0.0,,0.18290481941684933,0.3606145173103074,sparse,6,5,2019-02-24 02:29:27+00:00,2020-09-19 21:45:28+00:00
IrzBuAsvu7Nb0KSEVrH_Ww,6,6,6,1,0.16666666666666666,0.8333333333333334,5,0,1.0,0.0,,2.7967612156972894,3.428782140421582,sparse,6,6,2018-03-09 02:21:30+00:00,2021-09-17 17:20:41+00:00
IsElws9SPzDhIyaQxQZhmg,7,6,6,0,1.0,0.0,0,0,0.0,0.0,,,,sparse,7,6,2019-07-03 23:28:33+00:00,2021-08-30 00:24:14+00:00
Iwkgm3izBQB1cMHrZZ4nsg,18,15,15,2,0.5,0.5,5,4,0.5555555555555556,0.4444444444444444,9.84404813596822,1.6967201380196344,2.900827152936328,explorer,18,15,2015-07-13 23:12:31+00:00,2021-08-01 17:02:09+00:00
IzXRjZkLb8sWmS-sYlXB8Q,13,13,13,1,0.0,1.0,13,0,1.0,0.0,,3.7793379983462794,8.143089180608584,one_area,13,13,2011-11-18 23:17:31+00:00,2021-04-18 01:00:35+00:00
J-SrJeEyrJ1lfE0o3Rcoqw,6,6,6,1,0.0,1.0,6,0,1.0,0.0,,4.435791498441352,7.4631020300980815,sparse,6,6,2017-12-30 01:53:24+00:00,2018-06-02 13:53:28+00:00
J-aKkyx5yKFdI1kp8N9GLw,7,6,6,1,0.5714285714285714,0.4285714285714286,3,0,1.0,0.0,,1.0814565643625131,1.4646578505608592,sparse,7,6,2018-07-06 18:10:04+00:00,2019-02-21 00:38:12+00:00
J1L2FGH3jPIMe1QlixNzAA,15,15,15,1,0.2,0.8,12,0,1.0,0.0,,1.0891310355590076,3.306769494342701,one_area,15,15,2014-04-08 01:00:31+00:00,2014-07-22 21:01:26+00:00
J2YBDnX01WxTwSWDy_W4bA,7,6,6,1,0.0,1.0,7,0,1.0,0.0,,2.846850780029819,4.7245434059991664,sparse,7,6,2015-08-02 19:18:59+00:00,2016-02-27 00:53:45+00:00
J9gOJk_90vuIzd-ZNUGgyw,67,47,47,2,0.029850746268656716,0.9701492537313433,55,10,0.8461538461538461,0.15384615384615385,42.80078755349274,4.66423487833286,12.91888166940211,explorer,67,47,2011-03-17 12:21:40+00:00,2018-03-03 03:57:07+00:00
JDN3_QITw8jPX3mAk78Y1g,7,7,7,1,0.0,1.0,7,0,1.0,0.0,,0.8255357784324439,4.42735275236455,sparse,7,7,2018-10-14 13:01:11+00:00,2018-12-05 01:49:53+00:00
JKDamUXVPAgIV2Hhb97ncw,6,6,6,1,0.3333333333333333,0.6666666666666667,4,0,1.0,0.0,,0.3129692147223542,0.3521632498653625,sparse,6,6,2016-05-10 21:52:09+00:00,2017-06-17 21:00:18+00:00
JMjLWYbP-d9tlYAkLz1Ogw,41,35,34,2,0.0,1.0,37,4,0.9024390243902439,0.0975609756097561,15.750783222445909,2.589029013084389,8.9357504109438,explorer,41,35,2011-01-12 01:56:40+00:00,2016-06-21 20:27:27+00:00
JSpwp4pAp_Hu4xmPuNitBA,15,15,15,2,0.06666666666666667,0.9333333333333333,11,3,0.7857142857142857,0.21428571428571427,9.508720303888156,1.480159082621001,5.951545215617432,two_area,15,15,2011-10-31 14:31:07+00:00,2018-09-18 15:50:32+00:00
JZArUtt9RXoI1qdao0fyog,15,14,14,2,0.5333333333333333,0.4666666666666667,4,3,0.5714285714285714,0.42857142857142855,1350.6641913497228,1.401100792050375,2.072466515797946,sparse,15,14,2014-07-09 15:58:58+00:00,2019-06-20 01:16:20+00:00
J_nkt4pAa1Jo2jGu2rc4Yg,5,3,3,1,0.2,0.8,4,0,1.0,0.0,,1.473860170337375,1.4738892384833118,sparse,5,3,2013-03-26 17:06:50+00:00,2014-02-22 01:56:26+00:00
JapJQZIsWLn8MpsHOH6J-w,35,26,26,2,0.17142857142857143,0.8285714285714285,26,3,0.896551724137931,0.10344827586206896,13.224778439872486,3.2242553856656717,5.927498528761969,explorer,35,26,2011-11-30 01:36:42+00:00,2021-12-19 17:02:08+00:00
Jb7H9zg3ABs83fpn0ya1ww,5,5,5,1,0.0,1.0,5,0,1.0,0.0,,3.222340794612601,4.239869731285515,sparse,5,5,2016-04-13 18:28:25+00:00,2018-02-10 21:27:14+00:00
JlEIf9QGIAFwUDCfhH4DrQ,5,5,5,1,0.2,0.8,4,0,1.0,0.0,,2.072965272329815,2.3779233565390254,sparse,5,5,2015-07-08 23:04:26+00:00,2015-08-21 16:54:29+00:00
JnQdLbWRhAsrw_3Hoo3vsA,7,7,7,0,1.0,0.0,0,0,0.0,0.0,,,,sparse,7,7,2018-08-02 18:38:47+00:00,2018-08-19 12:34:03+00:00
JqigRMvhsH5r7y94CjGdQA,25,22,22,2,0.08,0.92,19,4,0.8260869565217391,0.17391304347826086,16.655119198016425,3.633995557774738,7.639288669754497,explorer,25,22,2016-02-09 01:17:40+00:00,2017-02-28 01:23:16+00:00
JtXALTXw0CxoRLNw_GFvuA,6,6,6,1,0.5,0.5,3,0,1.0,0.0,,1.2125505674582717,2.1902445846919547,sparse,6,6,2014-10-22 23:38:24+00:00,2021-01-28 14:01:03+00:00
